STUDENT_ID,GENDER,GRADE_LEVEL,PARENT_EDUCATION_LEVEL,FAMILY_INCOME,AVERAGE_SCORE,PASS_FAIL_RATE,ATTENDANCE_PERCENT,ACTIVITY_FLAG,ACTIVITY_HOURS,HIGHEST_ACHIEVEMENT,DISCIPLINE_COUNT,DISCIPLINE_SEVERITY,PRIMARY_INCIDENT_TYPE,AVG_TEACHER_RATING,AVG_TEACHER_EXPERIENCE
S5838,Male,4,High School,645379,43.11,1,84.78,1,10.29,None,2,2,Bullying,,
S5839,Male,6,None,181169,54.47,1,84.67,1,11.57,State,4,3,Other,3.70,7.00
S5840,Female,9,Bachelor,62088,46.61,1,83.90,1,5.20,State,1,1,Misconduct,3.45,16.00
S5841,Female,7,Bachelor,285288,48.19,1,86.20,1,5.60,State,3,3,Bullying,3.85,15.75
S5842,Female,7,None,967838,59.15,1,85.43,1,6.67,School,4,3,Cheating,3.90,29.00
S5843,Male,3,Master,489313,47.97,1,82.58,1,6.40,State,1,2,Other,4.70,25.00
S5844,Female,7,None,162272,45.00,1,86.64,1,3.50,State,3,3,Misconduct,4.20,27.00
S5845,Female,4,None,433727,51.00,1,83.02,1,1.00,District,5,2,Misconduct,2.97,24.33
S5846,Male,12,Bachelor,565708,55.36,1,85.43,1,11.00,None,2,3,Cheating,4.20,19.00
S5847,Female,4,Bachelor,635455,45.52,1,86.42,1,12.40,School,1,2,Cheating,3.90,23.33
S5848,Male,8,Master,610734,51.22,1,86.53,1,8.00,State,3,3,Bullying,4.20,23.50
S5849,Male,6,None,835858,47.39,1,83.57,1,9.20,State,5,3,Other,4.50,10.50
S5850,Female,11,High School,463391,44.94,1,84.99,1,8.50,State,3,3,Bullying,2.80,17.50
S5851,Male,9,Master,938462,47.81,1,84.23,1,7.83,State,3,3,Other,3.30,23.00
S5852,Female,6,Master,210057,45.66,1,85.21,1,9.20,State,6,3,Bullying,3.65,23.00
S5853,Female,2,PhD,972034,56.17,1,84.23,1,8.22,State,1,3,Other,2.30,11.00
S5854,Female,9,Master,585441,58.37,1,85.10,1,8.14,State,4,3,Misconduct,3.65,15.50
S5855,Female,8,Master,920181,50.05,1,83.68,1,5.00,State,5,3,Misconduct,,
S5856,Male,10,None,720157,44.00,1,83.90,1,3.50,National,3,3,Other,4.50,27.00
S5857,Female,1,None,482832,45.05,1,84.45,1,8.50,School,2,3,Bullying,2.70,25.00
S5858,Female,9,PhD,556852,55.73,1,83.68,1,7.33,National,3,3,Late Submission,2.50,26.50
S5859,Male,3,High School,378421,45.49,1,85.10,1,8.00,State,6,3,Misconduct,,
S5860,Male,5,None,372162,53.80,1,85.32,1,9.00,None,3,1,Other,2.90,23.00
S5861,Female,9,High School,165828,54.76,1,84.78,1,10.00,State,2,3,Late Submission,4.30,31.00
S5862,Male,6,Master,934449,49.89,1,85.54,1,0.00,District,3,3,Bullying,3.48,22.75
S5863,Female,3,Bachelor,319251,47.82,1,83.35,1,10.75,None,2,3,Bullying,4.40,24.00
S5864,Male,7,Bachelor,889940,47.03,1,84.23,1,2.60,School,3,3,Other,,
S5865,Male,2,None,753154,48.18,1,85.43,1,6.25,School,4,2,Cheating,3.80,13.50
S5866,Male,9,PhD,134208,56.71,1,85.32,1,9.20,State,3,3,Cheating,,
S5867,Female,4,None,948812,58.86,1,84.99,1,6.38,School,3,3,Bullying,3.38,9.50
S5868,Male,5,High School,403750,55.93,1,85.76,1,11.00,State,1,2,Bullying,4.30,19.67
S5869,Male,12,None,603894,46.38,1,86.75,1,8.00,State,4,3,Late Submission,3.70,29.00
S5870,Female,9,None,474832,44.77,1,85.76,1,9.00,State,6,3,Cheating,2.55,29.00
S5871,Female,1,Bachelor,937873,56.97,1,86.42,1,9.50,State,3,2,Bullying,4.10,18.75
S5872,Male,1,High School,145533,50.18,1,84.78,1,9.33,School,3,3,Other,3.60,34.50
S5873,Female,5,High School,738402,53.28,1,86.64,1,10.33,National,3,2,Bullying,4.90,33.00
S5874,Male,12,High School,309139,49.84,1,84.78,1,9.50,School,5,3,Misconduct,4.85,25.00
S5875,Male,12,Master,103433,55.74,1,86.42,1,9.63,School,,,,,
S5876,Female,1,High School,570797,50.31,1,84.99,1,9.67,State,4,3,Other,,
S5877,Male,12,PhD,453754,50.64,1,85.76,1,7.22,State,2,3,Cheating,,
S5878,Male,4,High School,115517,48.76,1,84.34,1,7.33,State,1,3,Misconduct,,
S5879,Male,10,Master,627512,55.29,1,86.09,1,4.43,State,1,2,Misconduct,3.10,21.00
S5880,Male,2,Bachelor,84009,53.10,1,85.87,1,6.50,State,4,3,Bullying,4.30,21.50
S5881,Male,5,Master,902797,51.83,1,86.31,1,8.29,School,3,3,Bullying,4.00,22.00
S5882,Male,2,Master,833850,50.19,1,84.12,1,8.50,None,3,2,Bullying,2.95,24.00
S5883,Female,11,PhD,485097,51.81,1,85.32,1,8.50,State,3,2,Cheating,3.70,32.50
S5884,Male,11,Master,977052,51.67,1,83.90,1,5.86,State,2,3,Cheating,4.40,33.00
S5885,Female,11,PhD,837748,53.31,1,85.32,1,8.00,State,6,3,Late Submission,3.37,18.33
S5886,Female,2,PhD,729492,45.22,1,84.45,1,11.00,School,3,3,Late Submission,3.45,6.50
S5887,Female,9,Bachelor,959467,59.85,1,85.87,1,9.25,School,,,,4.70,27.00
S5888,Male,11,None,130783,48.56,1,85.87,1,5.50,None,2,3,Misconduct,3.93,18.00
S5889,Female,6,High School,404101,53.13,1,85.65,1,1.00,School,4,3,Bullying,3.29,11.43
S5890,Male,1,Master,224554,49.43,1,83.68,1,6.20,State,3,2,Bullying,4.00,11.50
S5891,Male,8,High School,867249,49.03,1,84.12,1,7.80,School,6,3,Bullying,,
S5892,Male,12,High School,540679,44.85,1,82.69,1,8.80,State,3,3,Cheating,,
S5893,Female,2,Master,78825,53.95,1,84.88,1,9.00,District,3,2,Bullying,4.00,24.00
S5894,Female,3,High School,987172,53.06,1,85.76,1,5.33,School,4,3,Bullying,,
S5895,Female,5,Master,564232,45.09,1,83.24,1,8.50,State,2,3,Misconduct,4.85,26.50
S5896,Male,8,Bachelor,928183,41.56,1,84.99,1,8.40,State,5,3,Bullying,4.60,14.00
S5897,Male,8,Master,636844,45.86,1,85.10,1,9.75,State,4,3,Late Submission,3.40,25.00
S5898,Male,3,Bachelor,623602,45.46,1,84.45,1,5.44,State,1,1,Bullying,4.70,35.00
S5899,Female,6,Master,959253,50.92,1,86.42,1,8.60,State,6,3,Late Submission,3.50,16.33
S5900,Male,3,Bachelor,751633,50.62,1,86.64,1,8.14,State,3,3,Bullying,2.50,16.00
S5901,Male,3,High School,968908,55.49,1,84.23,1,5.67,School,2,3,Cheating,,
S5902,Male,3,None,459681,41.72,1,83.90,1,3.60,State,6,2,Misconduct,3.83,15.25
S5903,Female,10,Master,628275,50.00,1,85.43,1,10.50,State,5,3,Bullying,4.15,27.50
S5904,Female,5,Master,748751,53.05,1,84.99,1,5.17,School,4,2,Bullying,4.70,26.00
S5905,Male,7,Master,765380,41.09,1,84.12,1,8.14,State,2,2,Misconduct,3.05,16.17
S5906,Male,7,PhD,773615,47.30,1,84.78,1,7.80,State,5,3,Late Submission,2.40,26.00
S5907,Male,10,Bachelor,780838,46.81,1,87.08,1,8.33,State,6,3,Late Submission,4.00,25.33
S5908,Male,6,None,821542,47.95,1,85.87,1,9.43,State,5,3,Misconduct,3.65,21.50
S5909,Female,5,High School,457261,47.95,1,84.88,1,6.40,School,4,1,Late Submission,3.63,20.33
S5910,Male,8,None,278155,42.93,1,84.23,1,8.40,State,2,3,Late Submission,,
S5911,Female,1,PhD,854093,57.53,1,85.10,1,8.20,School,2,1,Cheating,4.30,11.00
S5912,Male,5,High School,786956,51.81,1,84.34,1,4.85,School,3,3,Other,3.25,18.00
S5913,Male,10,High School,352575,59.94,1,87.29,1,9.33,School,1,1,Bullying,3.13,17.00
S5914,Male,4,None,60715,50.97,1,83.57,1,9.00,School,5,3,Bullying,3.50,18.00
S5915,Male,12,Master,679865,52.41,1,84.56,1,8.57,State,,,,3.00,22.00
S5916,Male,6,High School,99126,51.79,1,82.69,1,7.25,School,3,2,Bullying,3.65,20.00
S5917,Male,6,None,445372,50.00,1,82.91,1,8.00,State,1,3,Misconduct,4.13,17.33
S5918,Female,12,PhD,456988,47.74,1,85.32,1,6.73,State,5,3,Cheating,,
S5919,Female,12,High School,292313,52.97,1,83.79,1,3.00,District,3,3,Cheating,3.50,10.00
S5920,Male,5,PhD,145121,48.09,1,84.88,1,8.33,State,2,3,Cheating,4.70,3.00
S5921,Male,6,None,910026,43.33,1,85.43,1,7.67,State,4,3,Bullying,,
S5922,Female,8,Master,322185,53.29,1,85.10,1,6.50,State,,,,3.60,2.50
S5923,Female,9,PhD,875478,50.00,1,85.76,1,6.67,School,2,3,Bullying,,
S5924,Male,6,Master,308769,43.28,1,84.67,1,7.40,State,3,3,Bullying,4.60,7.00
S5925,Female,12,None,193461,37.11,0,86.42,1,10.00,School,2,3,Cheating,,
S5926,Female,8,Bachelor,896389,44.82,1,84.99,1,6.57,State,2,2,Cheating,3.45,9.50
S5927,Male,4,PhD,440191,40.79,1,85.32,1,6.09,State,3,3,Cheating,2.50,5.20
S5928,Male,6,Bachelor,322207,43.45,1,83.68,1,7.17,School,2,3,Cheating,4.08,14.25
S5929,Female,11,None,849462,51.49,1,84.88,1,7.20,None,6,3,Misconduct,4.50,21.00
S5930,Male,4,Master,69776,47.86,1,86.42,1,9.67,None,3,3,Cheating,3.00,22.00
S5931,Female,5,Master,845217,54.65,1,85.21,1,6.00,School,2,3,Bullying,,
S5932,Female,7,Master,541324,40.23,1,82.58,1,7.40,National,3,3,Cheating,,
S5933,Male,6,None,512991,50.14,1,81.60,1,2.75,State,2,2,Bullying,2.50,31.00
S5934,Male,8,High School,114116,51.82,1,83.46,1,5.60,State,3,2,Misconduct,3.38,25.83
S5935,Male,6,Master,894637,51.76,1,84.67,1,8.80,State,2,3,Cheating,3.20,31.00
S5936,Female,9,High School,554526,53.75,1,84.56,1,7.25,State,1,2,Other,,
S5937,Male,2,Master,383499,49.31,1,84.34,1,3.33,State,5,3,Late Submission,,
S5938,Male,9,None,864027,50.41,1,86.53,1,7.50,School,5,3,Bullying,3.87,20.33
S5939,Female,5,None,931366,46.23,1,83.90,1,7.67,National,5,3,Late Submission,2.10,16.00
S5940,Female,12,Master,754348,43.05,1,85.32,1,8.40,State,5,3,Other,4.40,17.00
S5941,Female,1,High School,639952,54.38,1,82.69,1,2.33,School,2,2,Bullying,4.30,10.00
S5942,Female,5,Master,768537,38.05,0,84.34,1,7.67,State,2,2,Cheating,4.10,20.00
S5943,Male,8,High School,631960,43.03,1,86.09,1,7.13,State,3,3,Bullying,2.40,22.00
S5944,Male,8,Master,499430,60.50,1,87.19,1,7.40,State,2,3,Bullying,4.70,10.00
S5945,Male,1,Master,734408,50.78,1,84.45,1,8.90,State,1,1,Late Submission,4.05,15.50
S5946,Male,3,Master,120881,48.81,1,85.54,1,6.60,School,1,3,Late Submission,4.10,33.00
S5947,Female,4,PhD,470360,51.31,1,83.68,1,7.00,State,2,3,Late Submission,3.53,14.67
S5948,Female,12,High School,425531,51.67,1,84.88,1,5.60,None,3,1,Other,,
S5949,Male,9,Master,807109,53.26,1,86.64,1,5.25,School,1,1,Misconduct,4.05,16.00
S5950,Male,7,None,886062,53.10,1,84.67,1,4.00,None,5,3,Late Submission,,
S5951,Female,10,High School,234932,50.67,1,84.12,1,6.00,State,5,3,Bullying,3.83,15.67
S5952,Female,6,High School,322323,60.26,1,84.67,1,5.75,State,2,2,Cheating,3.20,21.00
S5953,Female,1,PhD,924768,47.46,1,84.56,1,4.40,State,,,,3.56,18.20
S5954,Female,4,PhD,488430,58.89,1,85.54,1,6.14,State,1,2,Bullying,4.30,32.00
S5955,Female,10,Master,499906,50.26,1,85.65,1,8.14,State,5,3,Bullying,,
S5956,Male,6,High School,764931,49.39,1,86.09,1,10.14,State,2,3,Cheating,3.00,17.00
S5957,Female,8,None,822533,55.54,1,85.76,1,6.88,State,1,1,Bullying,3.57,21.33
S5958,Female,8,Bachelor,410984,56.15,1,85.43,1,4.63,State,4,3,Late Submission,,
S5959,Male,7,None,665195,45.82,1,83.79,1,8.83,State,2,2,Misconduct,2.20,29.00
S5960,Male,9,Bachelor,204311,49.08,1,85.87,1,11.80,State,6,3,Late Submission,3.20,16.00
S5961,Female,4,Master,835990,39.94,0,84.67,1,9.00,School,2,3,Bullying,2.40,26.00
S5962,Female,12,High School,239018,48.73,1,86.64,1,9.80,State,2,3,Bullying,4.37,14.33
S5963,Male,3,High School,555566,54.83,1,85.76,1,6.40,None,5,3,Late Submission,3.90,11.50
S5964,Male,2,Master,920456,47.89,1,85.32,1,4.00,State,3,3,Other,2.70,35.00
S5965,Female,7,PhD,176554,53.68,1,85.76,1,6.50,School,3,3,Bullying,5.00,33.00
S5966,Male,7,High School,109985,48.52,1,84.99,1,7.75,State,5,2,Misconduct,4.70,15.00
S5967,Male,10,PhD,440016,49.34,1,83.90,1,7.50,State,4,3,Bullying,3.70,12.00
S5968,Female,5,PhD,473780,54.84,1,84.78,1,8.00,State,1,3,Late Submission,2.40,31.00
S5969,Male,6,High School,158596,47.92,1,82.91,1,7.50,School,1,1,Misconduct,3.93,22.67
S5970,Male,4,PhD,948082,53.03,1,83.57,1,5.25,State,1,2,Cheating,4.90,24.00
S5971,Male,1,High School,833157,50.95,1,86.86,1,6.33,State,,,,,
S5972,Male,2,Bachelor,243341,53.44,1,87.40,1,9.00,School,5,3,Late Submission,4.60,16.00
S5973,Female,8,None,113491,39.97,0,82.91,1,7.25,State,2,3,Bullying,,
S5974,Male,2,Master,537119,57.38,1,83.46,1,7.00,School,3,3,Late Submission,,
S5975,Male,2,Master,253442,39.18,0,87.84,1,8.33,State,4,2,Bullying,2.90,6.00
S5976,Male,6,None,84496,49.37,1,85.98,1,9.88,State,,,,4.27,13.00
S5977,Male,4,High School,483343,44.32,1,85.54,1,10.20,State,4,3,Misconduct,4.80,9.00
S5978,Male,5,Bachelor,445035,50.94,1,85.76,1,7.00,State,1,3,Other,4.20,26.00
S5979,Male,8,High School,640559,49.50,1,86.53,1,11.67,State,3,2,Bullying,,
S5980,Female,7,High School,632176,43.43,1,87.08,1,7.14,State,9,3,Cheating,2.57,23.00
S5981,Male,10,None,827448,35.10,0,85.10,1,14.00,District,5,3,Misconduct,3.43,14.33
S5982,Female,5,None,213864,53.62,1,85.21,1,4.50,School,4,3,Bullying,3.45,14.50
S5983,Female,2,PhD,279621,51.97,1,85.43,1,9.00,School,4,3,Bullying,3.74,19.20
S5984,Male,8,High School,844936,48.06,1,84.23,1,9.00,None,2,3,Late Submission,2.15,30.00
S5985,Male,9,None,217840,56.94,1,86.64,1,12.00,State,1,2,Late Submission,3.70,25.25
S5986,Female,4,Bachelor,733899,53.58,1,84.67,1,3.50,School,3,3,Bullying,2.70,18.00
S5987,Female,10,Master,112389,49.15,1,83.68,1,11.30,State,2,2,Cheating,,
S5988,Female,12,Master,524546,46.27,1,86.75,1,6.60,State,5,3,Bullying,3.80,24.00
S5989,Female,3,Master,954934,55.21,1,85.65,1,8.00,State,1,1,Misconduct,,
S5990,Female,6,High School,666680,49.67,1,85.65,1,10.00,State,6,2,Other,3.03,21.67
S5991,Female,10,PhD,441784,47.86,1,85.32,1,7.25,State,3,3,Bullying,,
S5992,Female,12,None,580228,46.97,1,84.78,1,7.83,State,1,1,Bullying,,
S5993,Female,1,Master,834527,50.03,1,85.65,1,9.20,School,,,,,
S5994,Female,7,None,227886,44.73,1,84.45,1,9.17,State,5,3,Misconduct,4.15,30.50
S5995,Male,11,None,642492,48.80,1,83.35,1,5.10,State,3,3,Bullying,4.15,11.50
S5996,Male,3,High School,859130,55.45,1,83.68,1,7.67,State,2,1,Bullying,5.00,11.00
S5997,Female,5,High School,699798,47.89,1,86.75,1,4.20,State,4,2,Misconduct,3.25,22.00
S5998,Female,5,PhD,650228,55.13,1,86.42,1,6.20,State,3,3,Late Submission,3.40,14.00
S5999,Male,3,High School,415424,44.51,1,83.90,1,6.33,None,2,2,Bullying,3.10,16.75
S6000,Male,4,High School,56879,43.95,1,84.01,1,8.33,State,4,3,Misconduct,,
S6001,Male,6,None,92715,53.89,1,84.56,1,8.83,State,,,,3.60,13.50
S6002,Female,11,Bachelor,410765,47.03,1,84.67,1,8.00,School,4,3,Cheating,,
S6003,Male,10,High School,404046,59.13,1,84.67,1,4.00,State,5,3,Late Submission,3.80,33.00
S6004,Female,12,None,287016,53.53,1,84.12,1,10.20,State,2,3,Late Submission,4.40,34.00
S6005,Female,12,High School,704082,50.88,1,84.99,1,5.80,School,2,3,Cheating,3.10,34.00
S6006,Male,4,High School,358850,55.90,1,85.32,1,4.25,School,4,3,Cheating,4.80,34.00
S6007,Female,3,PhD,497484,51.33,1,83.57,1,11.20,State,4,3,Bullying,3.17,27.00
S6008,Male,9,None,413666,45.05,1,85.65,1,7.33,State,3,3,Cheating,3.77,18.67
S6009,Male,3,Bachelor,839219,41.78,1,84.67,1,4.20,State,1,3,Late Submission,3.00,16.00
S6010,Male,3,PhD,110326,47.85,1,85.10,1,10.25,State,4,3,Other,3.20,9.00
S6011,Female,10,Master,378263,49.28,1,85.32,1,6.00,State,2,3,Bullying,3.77,20.67
S6012,Male,2,High School,304517,52.46,1,84.67,1,8.67,School,3,3,Late Submission,4.10,9.50
S6013,Female,4,None,554493,47.84,1,85.10,1,8.17,State,2,2,Cheating,,
S6014,Female,10,Bachelor,341352,44.26,1,85.43,1,6.67,School,3,3,Bullying,4.25,32.00
S6015,Male,1,Master,241105,48.31,1,83.24,1,5.75,State,2,2,Misconduct,2.35,24.00
S6016,Male,10,High School,995487,47.88,1,87.73,1,10.00,School,2,2,Late Submission,4.10,8.00
S6017,Female,10,None,664420,46.95,1,86.86,1,2.75,None,3,2,Bullying,,
S6018,Male,7,Master,129705,47.83,1,82.48,1,6.17,School,6,3,Misconduct,3.40,19.00
S6019,Male,8,Bachelor,293394,63.36,1,86.86,1,11.33,None,3,2,Cheating,3.70,5.00
S6020,Male,7,Bachelor,546450,52.83,1,85.76,1,5.25,School,2,2,Misconduct,,
S6021,Male,11,PhD,710136,45.36,1,84.56,1,8.00,State,4,2,Late Submission,3.35,7.50
S6022,Female,7,None,990886,54.40,1,85.54,1,9.50,State,1,1,Late Submission,3.23,11.25
S6023,Male,10,Master,176317,51.17,1,85.98,1,8.00,School,3,3,Late Submission,3.65,31.50
S6024,Male,1,None,648822,50.41,1,86.75,1,7.63,State,2,3,Bullying,3.80,2.00
S6025,Female,6,High School,333621,55.38,1,84.56,1,6.43,State,6,2,Bullying,4.07,21.33
S6026,Male,3,None,115844,54.22,1,86.64,1,9.67,State,,,,3.45,24.00
S6027,Male,6,Bachelor,60415,48.24,1,85.87,1,4.67,State,3,3,Cheating,3.30,6.00
S6028,Male,5,High School,804760,53.06,1,85.43,1,3.60,School,4,3,Other,3.30,13.00
S6029,Male,10,None,364061,43.10,1,85.43,1,6.83,State,1,1,Misconduct,3.60,20.00
S6030,Male,9,Master,558679,51.12,1,85.10,1,9.00,School,1,2,Bullying,3.40,14.67
S6031,Male,5,Master,684875,55.24,1,86.53,1,3.33,State,,,,3.70,2.00
S6032,Female,12,Bachelor,951743,40.60,1,84.67,1,8.57,State,4,3,Late Submission,3.60,11.75
S6033,Male,2,PhD,621742,50.05,1,83.46,1,4.25,State,5,3,Bullying,4.90,7.00
S6034,Female,11,Bachelor,784435,41.22,1,84.23,1,9.20,State,5,3,Misconduct,4.00,10.67
S6035,Male,12,None,367205,53.54,1,84.01,1,4.75,State,5,3,Cheating,3.65,15.00
S6036,Female,1,Master,566643,54.71,1,84.78,1,6.50,School,8,3,Bullying,4.55,23.00
S6037,Male,4,High School,844352,58.30,1,85.98,1,9.00,State,3,2,Late Submission,3.70,1.00
S6038,Female,6,None,425357,50.80,1,85.43,1,7.25,State,2,3,Bullying,4.90,29.00
S6039,Male,6,Master,801212,56.44,1,84.88,1,7.56,State,1,2,Cheating,3.20,20.00
S6040,Female,5,None,976333,44.76,1,84.88,1,7.00,State,1,1,Misconduct,,
S6041,Female,12,PhD,606169,51.03,1,84.12,1,9.00,State,,,,4.50,12.00
S6042,Male,6,Master,795119,47.95,1,84.12,1,6.17,State,1,2,Cheating,4.70,35.00
S6043,Male,7,High School,68863,51.68,1,84.45,1,9.20,State,2,3,Bullying,2.30,19.50
S6044,Female,8,High School,740447,51.26,1,85.43,1,11.00,School,4,3,Cheating,2.60,20.50
S6045,Female,5,High School,954148,48.04,1,84.23,1,8.33,School,2,1,Bullying,2.80,13.33
S6046,Female,2,PhD,460821,58.47,1,82.80,1,5.56,State,4,2,Misconduct,3.60,8.00
S6047,Male,3,High School,961816,55.37,1,84.45,1,8.67,State,4,3,Misconduct,,
S6048,Male,2,PhD,242257,45.97,1,87.51,1,13.20,State,6,3,Other,3.90,28.00
S6049,Female,3,Bachelor,518946,50.80,1,83.24,1,5.80,State,2,3,Other,2.97,11.00
S6050,Female,4,PhD,847420,37.93,0,84.23,1,6.40,School,2,1,Late Submission,4.07,24.00
S6051,Male,11,None,145042,48.42,1,86.75,1,6.50,None,3,3,Misconduct,3.80,7.00
S6052,Male,4,Bachelor,141424,47.90,1,85.54,1,6.80,School,2,3,Late Submission,4.70,26.00
S6053,Male,10,None,876341,49.72,1,85.43,1,9.67,State,5,3,Bullying,3.40,25.00
S6054,Female,7,High School,921865,45.29,1,85.76,1,6.00,State,6,3,Late Submission,4.03,17.75
S6055,Male,3,Master,467859,48.68,1,82.48,1,9.00,National,,,,,
S6056,Female,6,None,658921,50.12,1,83.35,1,6.50,State,1,1,Misconduct,3.45,26.00
S6057,Female,4,High School,119995,49.29,1,85.98,1,9.50,State,8,3,Bullying,3.67,16.67
S6058,Female,11,None,69674,44.44,1,85.65,1,4.00,State,1,3,Other,2.77,21.00
S6059,Male,1,None,652848,50.08,1,86.75,1,9.25,State,5,3,Bullying,2.80,17.00
S6060,Male,6,High School,614913,50.53,1,84.99,1,6.17,School,4,3,Cheating,4.10,7.50
S6061,Male,3,Bachelor,926980,49.38,1,83.57,1,8.33,State,2,2,Bullying,3.40,30.00
S6062,Male,2,PhD,282986,58.66,1,84.23,1,3.50,State,3,1,Bullying,,
S6063,Male,12,None,490267,52.83,1,86.86,,,,4,3,Other,,
S6064,Male,8,Master,741091,51.24,1,83.90,1,10.63,State,5,3,Bullying,4.90,29.00
S6065,Female,7,Bachelor,469675,51.24,1,84.34,1,8.80,None,2,3,Misconduct,,
S6066,Female,1,Master,507102,49.54,1,85.65,1,5.00,State,2,3,Late Submission,4.25,16.00
S6067,Female,5,High School,793137,51.89,1,84.67,1,11.00,State,3,2,Cheating,4.45,3.00
S6068,Male,1,PhD,391379,55.17,1,84.88,1,5.29,None,3,3,Cheating,,
S6069,Female,3,High School,334559,50.54,1,85.43,1,6.60,School,4,3,Other,4.40,6.00
S6070,Male,8,Master,741048,52.35,1,85.32,1,7.00,School,3,3,Bullying,,
S6071,Male,11,None,265572,48.15,1,86.31,1,8.00,State,4,3,Other,,
S6072,Female,2,None,724144,52.44,1,82.91,1,10.40,School,5,3,Late Submission,3.00,15.50
S6073,Female,12,None,506416,49.97,1,85.98,1,7.43,State,4,3,Misconduct,,
S6074,Male,4,None,457989,43.38,1,85.32,1,4.63,School,1,1,Misconduct,,
S6075,Female,5,None,835242,46.38,1,85.21,1,8.00,State,6,3,Bullying,4.50,2.00
S6076,Female,3,Master,542692,56.68,1,85.43,1,5.33,State,7,3,Bullying,3.30,3.00
S6077,Female,8,Master,987736,46.23,1,85.65,1,6.00,School,4,3,Bullying,,
S6078,Female,12,High School,878416,55.25,1,84.45,1,7.67,State,3,3,Bullying,4.30,22.00
S6079,Female,3,PhD,97188,54.63,1,86.09,1,9.33,State,1,1,Misconduct,3.60,20.00
S6080,Female,2,Master,393716,47.29,1,86.20,1,5.50,School,5,3,Other,3.80,28.33
S6081,Male,9,PhD,512820,57.94,1,84.88,1,10.50,State,3,2,Cheating,,
S6082,Male,8,PhD,695394,53.73,1,82.58,1,11.00,State,5,3,Bullying,,
S6083,Male,5,High School,93176,44.38,1,87.73,1,6.86,School,4,2,Bullying,3.47,18.33
S6084,Female,9,High School,516927,46.66,1,85.10,1,6.29,National,3,3,Late Submission,4.30,26.00
S6085,Female,5,None,855917,56.37,1,84.34,1,9.67,School,,,,3.15,15.00
S6086,Male,4,Bachelor,412126,57.35,1,85.43,1,8.14,State,2,3,Cheating,2.20,28.00
S6087,Female,4,PhD,913937,47.03,1,83.90,1,6.14,State,4,3,Cheating,3.13,22.00
S6088,Female,8,PhD,847814,54.41,1,84.99,1,9.00,None,2,3,Other,2.70,25.00
S6089,Male,6,Bachelor,860246,52.20,1,84.56,1,5.50,State,2,1,Late Submission,3.33,22.00
S6090,Male,7,High School,488327,52.39,1,85.43,1,7.80,School,3,1,Late Submission,4.80,18.00
S6091,Female,12,Master,231358,53.33,1,85.32,1,11.50,School,1,3,Misconduct,,
S6092,Female,12,Bachelor,116290,51.62,1,83.35,1,9.00,School,3,3,Bullying,2.88,18.50
S6093,Male,10,Bachelor,288169,49.14,1,82.80,1,5.67,State,1,1,Other,3.90,22.00
S6094,Female,8,Bachelor,232851,50.68,1,83.02,1,9.33,State,3,3,Late Submission,,
S6095,Female,12,Bachelor,295844,54.86,1,86.09,1,7.33,School,4,3,Bullying,3.40,31.00
S6096,Male,1,PhD,868950,42.56,1,84.45,1,8.71,School,2,3,Bullying,,
S6097,Female,9,None,324569,50.17,1,81.60,1,8.00,State,2,3,Cheating,2.40,28.00
S6098,Male,5,Master,937546,59.25,1,86.75,1,6.29,School,5,3,Cheating,,
S6099,Male,5,High School,527742,55.03,1,83.68,1,4.20,State,3,3,Bullying,,
S6100,Female,4,Master,103717,56.47,1,84.67,1,6.14,State,1,3,Late Submission,3.05,8.50
S6101,Female,2,PhD,838992,55.00,1,84.34,1,11.29,State,1,3,Cheating,3.67,20.33
S6102,Female,7,Bachelor,989626,44.20,1,85.10,1,6.50,State,1,3,Misconduct,2.50,23.00
S6103,Female,3,Master,841694,45.41,1,85.21,1,6.67,School,3,3,Cheating,4.05,13.50
S6104,Female,9,None,435606,51.58,1,86.31,1,5.33,None,2,2,Late Submission,,
S6105,Male,9,Bachelor,906137,58.83,1,85.43,1,8.67,School,4,3,Other,3.00,15.00
S6106,Male,3,Master,548469,44.79,1,85.98,1,8.00,National,2,2,Misconduct,,
S6107,Male,1,PhD,373030,52.79,1,85.10,1,8.50,School,3,3,Bullying,2.30,15.00
S6108,Male,12,Master,731377,44.38,1,83.13,1,7.00,State,2,2,Cheating,,
S6109,Male,5,High School,430990,54.50,1,86.42,1,8.13,School,4,2,Bullying,2.10,27.00
S6110,Female,1,Bachelor,993115,51.00,1,84.01,1,3.00,National,1,2,Misconduct,4.10,19.00
S6111,Male,12,High School,515784,52.56,1,85.54,1,8.00,State,2,1,Late Submission,3.40,18.33
S6112,Female,10,PhD,307579,51.05,1,83.02,1,8.00,School,5,3,Misconduct,4.07,20.33
S6113,Male,7,Master,725924,52.76,1,86.20,1,9.00,School,2,3,Cheating,3.70,29.00
S6114,Male,1,Master,543882,49.48,1,84.01,1,9.50,School,5,3,Bullying,3.38,21.20
S6115,Male,3,High School,491062,58.72,1,85.87,1,1.50,State,6,3,Other,4.40,4.00
S6116,Female,10,Bachelor,863801,56.03,1,84.23,1,8.63,School,4,3,Other,3.50,15.25
S6117,Male,9,Master,582765,47.00,1,82.48,1,10.50,State,1,3,Cheating,3.40,11.00
S6118,Female,4,PhD,846841,49.46,1,85.43,1,2.40,State,4,3,Bullying,2.50,30.00
S6119,Male,7,Master,837931,42.56,1,85.65,1,9.67,State,1,3,Late Submission,2.10,21.00
